full_address,is_fraud,avg_min_between_sent_tnx,avg_min_between_received_tnx,time_diff_between_first_and_last_(mins),sent_tnx,received_tnx,number_of_created_contracts,unique_received_from_addresses,unique_sent_to_addresses,min_value_received,max_value_received_,avg_val_received,min_val_sent,max_val_sent,avg_val_sent,min_value_sent_to_contract,max_val_sent_to_contract,avg_value_sent_to_contract,total_transactions_(including_tnx_to_create_contract,total_ether_sent,total_ether_received,total_ether_sent_contracts,total_ether_balance,_total_erc20_tnxs,_erc20_total_ether_received,_erc20_total_ether_sent,_erc20_total_ether_sent_contract,_erc20_uniq_sent_addr,_erc20_uniq_rec_addr,_erc20_uniq_sent_addr.1,_erc20_uniq_rec_contract_addr,_erc20_avg_time_between_sent_tnx,_erc20_avg_time_between_rec_tnx,_erc20_avg_time_between_rec_2_tnx,_erc20_avg_time_between_contract_tnx,_erc20_min_val_rec,_erc20_max_val_rec,_erc20_avg_val_rec,_erc20_min_val_sent,_erc20_max_val_sent,_erc20_avg_val_sent,_erc20_min_val_sent_contract,_erc20_max_val_sent_contract,_erc20_avg_val_sent_contract,_erc20_uniq_sent_token_name,_erc20_uniq_rec_token_name,_erc20_most_sent_token_type,_erc20_most_rec_token_type
0x00e40876d147fdc499afa3f5a49cf6fe6256f196,False,21.65,0.0,64.95,3,1,0,1,3,101.0,101.0,101.0,1.093799,72.122019,33.666149,0.0,0.0,0.0,4,100.998446,101.0,0.0,0.0015539999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0x010c41f9ada72d7993973ee274c6cc93a309f805,False,161.67,0.04,323.42,2,2,0,2,2,24.612212,76.387788,50.5,2.4845,98.514516,50.499508,0.0,0.0,0.0,4,100.9990158,101.0,0.0,0.000984218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0x011bed5908623f6adfcd54872ed88e0dc713a1bf,False,157.32,0.0,314.65,2,1,0,1,2,101.0,101.0,101.0,1.041843,99.957172,50.499508,0.0,0.0,0.0,3,100.9990158,101.0,0.0,0.000984218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0x012ef110b256b0e6b80aea1478d74b1b4a1eabb9,False,108.58,0.82,327.37,3,2,0,2,3,46.981604,54.018396,50.5,4.0,66.74956999999999,33.666165,0.0,0.0,0.0,5,100.9984936,101.0,0.0,0.001506437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0x01889bfb1bd897ff4f23cb25f9dde7b3a012dbca,False,0.0,0.0,10.93,1,1,0,1,1,2.75,2.75,2.75,2.74938,2.74938,2.74938,0.0,0.0,0.0,2,2.74938,2.75,0.0,0.00062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0x018b9224ee3f8f362f553835d27da391fc5af9d9,False,24.47,0.0,73.42,3,2,0,2,3,29.231127,71.768873,50.5,2.0,75.450249,33.666159,0.0,0.0,0.0,5,100.998477,101.0,0.0,0.001523001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0x01ad2af80301bcd6b5bd737699a6a7b51a24152a,False,20.87,0.0,62.6,3,1,0,1,3,101.0,101.0,101.0,1.202016,97.337759,33.666149,0.0,0.0,0.0,4,100.998446,101.0,0.0,0.0015539999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0x01cb670a5b57ddf7fa27b455ba2d9357f1dec6b0,False,155.16,0.0,310.32,2,1,0,1,2,101.0,101.0,101.0,0.2,100.799016,50.499508,0.0,0.0,0.0,3,100.9990158,101.0,0.0,0.000984218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0x01d41e16362b141332db90f69785dbe58f0dc4ee,False,13.6,0.0,40.8,3,1,0,1,3,101.0,101.0,101.0,0.05,54.580682,33.666149,0.0,0.0,0.0,4,100.998446,101.0,0.0,0.0015539999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0x020aaf9192743375b50ab13976aa8e86d50852f5,False,161.06,0.63,323.38,2,2,0,2,2,11.072192,89.927808,50.5,2.660313,98.338703,50.499508,0.0,0.0,0.0,4,100.9990158,101.0,0.0,0.000984218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0x02298b9f2517b0dc60929c53a69dea884494a32b,False,163.02,0.94,327.92,2,2,0,2,2,32.780812,68.219188,50.5,0.001982,100.997034,50.499508,0.0,0.0,0.0,4,100.9990158,101.0,0.0,0.000984218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0x022cbf4576d9c1c47836962c2d1085f0ff9177fc,False,162.38,0.63,326.03,2,2,0,2,2,48.19835,52.80165,50.5,0.005731,100.993285,50.499508,0.0,0.0,0.0,4,100.9990158,101.0,0.0,0.000984218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0x0236e5eae1708bfab9a699e8268e7521b0e6b95e,False,0.0,0.0,948.73,1,1,0,1,1,1.0,1.0,1.0,0.999559,0.999559,0.999559,0.0,0.0,0.0,2,0.999559,1.0,0.0,0.000441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0x0244d7e1ffe01940b1ffcebca3f09efab13fe664,False,159.83,0.92,321.5,2,2,0,2,2,14.242353,86.75764699999998,50.5,2.0,98.999016,50.499508,0.0,0.0,0.0,4,100.9990158,101.0,0.0,0.000984218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0x02524995562b26980f0fa0d9e34ab1dc0d5e2283,False,160.19,0.15,320.68,2,2,0,2,2,36.096668,64.90333199999999,50.5,1.0,99.999016,50.499508,0.0,0.0,0.0,4,100.9990158,101.0,0.0,0.000984218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0x025aaf76b2157cadc814a145afb6d869753e73ff,False,3.54,3346.38,6699.85,2,2,0,2,1,0.201984,1.000291,0.601137,0.201564,0.99987,0.6007170000000001,0.0,0.0,0.0,4,1.20143483,1.202274835,0.0,0.000840005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0x02605b528db3667cd34d3ca2f95b463ffcdab3a5,False,152.67,0.0,305.33,2,1,0,1,2,101.0,101.0,101.0,5.0,95.998571,50.499286,0.0,0.0,0.0,3,100.9985715,101.0,0.0,0.001428506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0x02618fd3c75554000c4a1bd2da6df06305c28635,False,0.0,0.0,20.93,1,1,0,1,1,2.39451,2.39451,2.39451,2.394006,2.394006,2.394006,0.0,0.0,0.0,2,2.39400649,2.39451049,0.0,0.000504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0x026c1f10245d9f5950e4a4efbb97c97b5419ff2d,False,22.91,0.0,68.72,3,1,0,1,3,101.0,101.0,101.0,0.11005,50.841333,33.666149,0.0,0.0,0.0,4,100.998446,101.0,0.0,0.0015539999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0x026ee796ed70271cb22f3a619963b2d6dc46129c,False,0.0,0.0,1.32,1,1,0,1,1,0.70724,0.70724,0.70724,0.7064,0.7064,0.7064,0.0,0.0,0.0,2,0.70640002,0.70724002,0.0,0.00084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0x027421c8a2b34992cf191496dca553766597f78a,False,162.63,0.43,326.13,2,2,0,2,2,21.595231,79.40476899999999,50.5,0.22,100.779016,50.499508,0.0,0.0,0.0,4,100.9990158,101.0,0.0,0.000984218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0x028ffe3d16df8eb97df443dd37478a9f0dd13077,False,159.52,0.0,319.03,2,1,0,1,2,101.0,101.0,101.0,0.461097,100.537919,50.499508,0.0,0.0,0.0,3,100.9990158,101.0,0.0,0.000984218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0x029dca74053990795945b01cccc987524706eb20,False,22.77,0.0,68.3,3,1,0,1,3,101.0,101.0,101.0,2.25,83.627637,33.666149,0.0,0.0,0.0,4,100.998446,101.0,0.0,0.0015539999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0x02fb09a6d1ef7a8f3d131130695531af5393ef4a,False,0.0,0.0,253.25,1,1,0,1,1,0.3,0.3,0.3,0.29938,0.29938,0.29938,0.0,0.0,0.0,2,0.29938,0.3,0.0,0.00062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0x03014fd1cfcb9dbc4e8e2237638bb4c639d7babf,False,163.85,0.0,327.7,2,1,0,1,2,101.0,101.0,101.0,1.389,99.610016,50.499508,0.0,0.0,0.0,3,100.9990158,101.0,0.0,0.000984218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0x030174efb82f744929c53c4a14ce4c8c0625d8ab,False,0.0,0.0,5.95,1,1,0,1,1,1.466441,1.466441,1.466441,1.465969,1.465969,1.465969,0.0,0.0,0.0,2,1.465969144,1.46644078,0.0,0.000471636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0x0316412031b6dc9ef2bc7e728fba71f9f8f5e4f1,False,161.61,0.94,325.1,2,2,0,2,2,22.149371,78.850629,50.5,1.99916,98.999856,50.499508,0.0,0.0,0.0,4,100.9990158,101.0,0.0,0.000984218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0x034344f6c73958d78b98fc96f3e6616fe1932a79,False,21.68,0.0,65.03,3,1,0,1,3,101.0,101.0,101.0,1.0001,97.792761,33.666149,0.0,0.0,0.0,4,100.998446,101.0,0.0,0.0015539999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0x034c1ce9dc5d6ac73773e48b6fe2f50f76b53fea,False,5.71,5707.63,17134.32,2,3,0,3,1,0.999559,2.999559,1.799266,1.397681,3.997868,2.697775,0.0,0.0,0.0,5,5.39554933,5.39779878,0.0,0.00224945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0x036135c297ae0801c7a488e56aae98ce7f69b395,False,0.0,0.0,39.47,1,1,0,1,1,0.225559,0.225559,0.225559,0.225055,0.225055,0.225055,0.0,0.0,0.0,2,0.22505522,0.22555922,0.0,0.000504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0x0367d5f834a7e3b39f2b44650a67561f506859df,False,103.49,0.0,310.48,3,1,0,1,3,101.0,101.0,101.0,0.008992,94.578007,33.66617100000001,0.0,0.0,0.0,4,100.9985118,101.0,0.0,0.001488218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0x037478bc69794a00324df3a4857c628016fde00f,False,160.38,0.6,321.95,2,2,0,2,2,44.759506,56.24049399999999,50.5,0.41,100.589016,50.499508,0.0,0.0,0.0,4,100.9990158,101.0,0.0,0.000984218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0x038dbdd8d39c7ced6b4ff01eacd74efd35764f86,False,0.0,0.0,2257.95,1,1,0,1,1,0.381175,0.381175,0.381175,0.380555,0.380555,0.380555,0.0,0.0,0.0,2,0.380555036,0.381175036,0.0,0.00062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0x03902904297b6db7d2c5e95e43e76aad4afb8928,False,15.95,0.0,63.8,4,1,0,1,4,101.0,101.0,101.0,0.001,47.33595,25.249475,0.0,0.0,0.0,5,100.9979,101.0,0.0,0.0021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0x03935c8e5f6aca2da0d946875b874b5deacf0c5d,False,0.0,0.0,96.47,1,1,0,1,1,1.116753,1.116753,1.116753,1.114553,1.114553,1.114553,0.0,0.0,0.0,2,1.11455294,1.11675294,0.0,0.0022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0x03d6bc0026c612d582313b30cefbd4f0381cbc9c,False,0.0,0.0,24.2,1,1,0,1,1,0.01,0.01,0.01,0.009418,0.009418,0.009418,0.0,0.0,0.0,2,0.009418468,0.01,0.0,0.000581532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0x03eda81520e409e40ec09ae5b199c0a96a9f101d,False,0.0,0.0,3.73,1,1,0,1,1,0.180717,0.180717,0.180717,0.179795,0.179795,0.179795,0.0,0.0,0.0,2,0.179795396,0.18071719,0.0,0.000921794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0x0422b3d347377aedcff3fd4c54d14a44128185ad,False,0.0,0.0,74.32,1,1,0,1,1,2.2,2.2,2.2,2.199496,2.199496,2.199496,0.0,0.0,0.0,2,2.199496,2.2,0.0,0.000504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0x0440a7cd16bdb5218f10b73f1694c5b1731bb1f8,False,163.93,0.0,327.87,2,1,0,1,2,101.0,101.0,101.0,0.510483,100.488533,50.499508,0.0,0.0,0.0,3,100.9990158,101.0,0.0,0.000984218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0x04480c82733b712484b04beac80b35becca09b11,False,22.18,0.0,66.55,3,1,0,1,3,101.0,101.0,101.0,1.49916,61.722847,33.666149,0.0,0.0,0.0,4,100.998446,101.0,0.0,0.0015539999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0x045aba14bce39ffd9bdf47c004f0fe8375110124,False,0.0,0.0,21.48,1,1,0,1,1,1.09336,1.09336,1.09336,1.092856,1.092856,1.092856,0.0,0.0,0.0,2,1.09285551,1.09335951,0.0,0.000504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0x049857ab4bb3cb796f29b15709317713cadb4ee7,False,0.0,0.0,3.73,1,1,0,1,1,0.269876,0.269876,0.269876,0.269404,0.269404,0.269404,0.0,0.0,0.0,2,0.269403924,0.26987556,0.0,0.000471636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0x049d7b114b2eb19b606251edb95d59aa3909c157,False,23.86,0.49,72.55,3,2,0,2,3,41.414846,59.585154,50.5,0.2,90.0,33.665992,0.0,0.0,0.0,5,100.9979759,101.0,0.0,0.002024127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0x04a91c65105d159d25995682a8a21a0375321b02,False,0.0,0.0,330.62,1,1,0,1,1,1.0,1.0,1.0,0.99938,0.99938,0.99938,0.0,0.0,0.0,2,0.99938,1.0,0.0,0.00062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0x04aec1e843907668fded23b6f8814ef5396082e7,False,0.0,0.0,598.23,1,1,0,1,1,0.18,0.18,0.18,0.1793799999999999,0.1793799999999999,0.1793799999999999,0.0,0.0,0.0,2,0.1793799999999999,0.18,0.0,0.00062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0x04c6570d3aaf10230fd87f73424352a77ba2bf46,False,166.16,0.21,332.73,2,2,0,2,2,34.431689,66.568311,50.5,0.005,100.993974,50.499487,0.0,0.0,0.0,4,100.9989738,101.0,0.0,0.001026218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0x04e3a85ccc9f84c6672668ef0968321bcabdfa00,False,80.35,0.84,323.08,4,2,0,2,3,34.634686,66.365314,50.5,0.001,56.760195,25.249508,0.0,0.0,0.0,6,100.9980316,101.0,0.0,0.001968437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
